,dialog
62, After Christmas for sure.
63,"In the meantime, I got something big coming up."
64,I might need you.
65, How big?
66," Wellknown band, world tour. Big money."
67,They need a rhythm guitarist.
68, Sounds great.
69,Let me know.
70, Will do.
71," All right, I'll see you."
72, See you around.
73,"gentle guitar music âª I lost my way âª âª From the love I had âª âª For Him yesterday âª âª He's my Lord and my Savior âª âª My Great Redeemer âª âª My love before time went away âª  Brother Donnelly Allen, it's Brother Donnelly."
74,We haven't seen you in church for a while.
75,Why don't you come by on Sunday?
76,After the service we can talk about you playing guitar in the Christmas pageant.
77,voicemail beeps  Not likely.
78,"gentle guitar music cell phone buzzing Hey, George."
79," George Hey, how's it going out there?"
80," Oh, not too bad."
81, Not exactly a rousing endorsement for Los Angeles.
82,"You know, we miss you out here."
83," Oh, well, that's good to hear."
84,And I thought you'd be angry with me for not coming back.
85," Can't say I'm exactly happy about it, but you're a grown man, you make your own decisions."
86," Yeah, thanks for that."
87,"Anyway, I wanted to let you know that I'm considering coming back for Christmas."
88," Wait, just for Christmas?"
89, Just considering.
90," Well, we'd all love to have you out here just so you know."
91," Well, thanks, George."
92,Thanks for everything.
93, You're welcome.
94,"Just let me know what you decide, okay?"
95, I will. I'll talk to you later.
96,gentle guitar music  George What a beautiful night.
97," Denise Yeah, it really is."
98, George It's cold though. You warm enough?
99, Denise Oh. Now I am.
100, That sure was nice of the neighbors to take the kids ice skating.
101, Do you remember the time Billy Thomas took a snowball and threw it right at my face?
102,And you chased him around the neighborhood.
103, I never did catch that kid.
104,"Last time he ever threw a snowball at you, though."
105, Yeah.
106,I knew that's when you loved me.
107, What are you talking about? We were just children.
108, Yeah. But I knew.
109," So on that note, why don't we call it a night?"
110,Go home early and get warm.
111, That sounds like a wonderful plan.
112, Yeah. Gives us some time together.
113,gentle guitar music Here you go.
114,Well done tonight.
115,Everybody had a great time.
116, Thanks.
117,Mm.
118,"You know, I think you should go see Don tomorrow after work."
119,I think he'd be really happy to see you.
120, I highly doubt that.
121,He won't even return my phone calls.
122, Well then don't do it for him.
123,Do it for you.
124,You're gonna continue to worry about him.
125," Yeah, you're probably right."
126,I'm gonna go by tomorrow and talk to him.
127, Good.
128,"You remember, Don tomorrow."
129," Yes, ma'am."
130,gentle guitar music  George. What are you doing here?
131," Don, fact is, I'm a little bit worried about you."
132,"And a whole lot of other people at church worried about you, too."
133," Well, that's nice."
134,You tell 'em I'm fine.
135," Whoa, whoa, whoa, whoa, Don!"
136,You're gonna need to do better than that.
137,"Let me in for a minute, all right?"
138,"Don, please."
139, All right.
140,Just sit there until you're convinced I'm doing fine.
141, All right. Then I will.
142,"Come on, Don. What's going on with you?"
143,A couple weeks ago in church you seemed to be just fine.
144, I haven't been too good for a while.
145,I guess I'm good at hiding it.
146, Sorry to hear that. I didn't know.
147, It's not your fault.
148,Things have been building up.
149,Mary Anne dying and Celia and I estranged.
150,"Then Thanksgiving came along, and I just got down in the dumps I guess."
151, I had no idea that you and Celia were estranged.
152, I guess that's what you call it.
153,She hasn't spoken to me in over a year.
154,She won't return any of my phone calls.
155, Huh.
156,Do you have any idea why?
157, We had a fight.
158,She said some things.
159,Well.
160,I said some things she didn't appreciate.
161, Maybe you need to patch things up.
162, I don't think so.
163,"Friend of mine called me from Cincinnati, said he saw her in a horror movie."
164,He's a horror buff.
165,Said he didn't think I'd be too proud.
166,I could never bring myself to watch it.
167," Yeah, yeah."
168,Can't say as I blame you for that.
169," So you see, things haven't been too good for a while."
170," But Don, see, these are the moments when you should be leaning on God."
171,"I mean, lean on the church, lean on us."
172," If it's all the same to you, I'd just as soon set it out for a while."
173," Well, I can't force you. That's for sure."
174,But I can pray for you.
175," Put in a good word for Celia, too."
176," Yeah. I will, Don."
177,I'll pray for both of you.
178, Hey.
179," Hi, hi. Hey, hey, hey."
180," All right, how's Don?"
181," Yeah, that's not good."
182,The man's pretty low. Depressed.
183," Yeah, when I'm low, I normally go to church."
184,The fellowship lifts my spirit.
185," Yeah, me too. That's what I was telling him."
186,"I think if we could just get him in church for a little while, get him out of his own head, I think we can help him get through this."
187," Yeah, I mean, with Mary Anne being gone and Celia being so far away."
188, I can't imagine what the man's going through right now.
189,"And I know he misses Mary Anne, but I think it is, I think he's worried about Celia."
190,I think that's what's weighing on him right now.
191, Okay.
192, Carly stole my socks.
193, They're mine!
194, I got this.
195, Okay. Hey.
196, Huh?
197, I know you're gonna have a plan for Don.
198," Oh yeah, you know I will."
199,We're working on it.
200,âª 'Tis so sweet to trust in Jesus âª âª Just to take him at his Word âª cell phone buzzing âª Just to rest âª âª Upon his promise âª  George.
201,I'm glad you called.
202,I got something to tell you.
203," Well, I got a favor to ask of you."
204," Okay. Well, you go first."
205, George You remember Don Ford?
206," Yeah, sure."
207," Well, poor man, his wife passed away last year and he could really use some family support right about now."
208,"Celia, his only daughter, well, she's out there in Los Angeles, that's where you come in."
209, Okay. How?
210," Well, I mean, you've been considering making that trip back home."
211,I thought maybe you could reach out to Celia and see if she'd come back with you.
212,"You can make that crosscountry mission you keep talking about, and you'd both be home in time for Christmas."
213," Okay. Well, I'll do my best."
214,I was gonna tell you that I was gonna plan on coming home anyway for Christmas.
215,I can't make any promises that I can find Celia or even if she'd wanna come back.
216,"But either way, I'm coming back."
217, Good. I am glad to hear that.
218,And you know what? It may all work out just perfectly.
219, I'll let you know how it goes.
220,"Anyway, I got a recording session coming up, so I gotta go."
221,So I'll talk to you soon.
222, All right. Take care.
223," Hi, Benjamin, it's Allen."
224,I have a favor to ask.
225,I'm looking for an actress named Celia Ford.
226,She's from my hometown.
227,"Apparently, she was having some trouble with her father."
228,My brother wants me to get in touch with her.
229,Think you can help me out?
230," Benjamin Yeah, you know, I'll look into it."
231," All right, cool."
232,I appreciate it. I'll talk to you soon.
233,gentle guitar music  Jared's not using soap to wash his hands.
234," Yes, I am!"
235," Hey, I told you all soap and water, and that's water on your hands."
236,"Not all over the floor, come on. Come on, guys."
237," Alrighty, Mom, I'll see you soon. I love you."
238,Hi! Guess what!
239, George What?
240, My mom and dad are coming for Christmas!
241, Really?
242,That's great.
243," They're gonna be coming soon, and they're staying until the 26th."
244,"Oh, I can't wait to see them."
245, You're kidding.
246,"chuckles Yeah, I can't wait to see 'em either."
247," Hey, listen, I know that my dad's tough on you."
248,He just wants what's best for his little girl.
249," Baby, I know that."
250,"Who knows, maybe this time I won't be a complete disappointment to the man."
251, You won't.
252,You are gonna be wonderful.
253, George Mmhmm.
254, Oh my gosh. We need to clean.
255,We need to clean the kitchen.
256,We need to clean the guest room.
257,We need to clean the house.
258,I can't let my mom think I have a messy house.
259," No, no, no, no."
260,"With your dad coming, you know exactly where I need to start cleaning first."
261," The garage. Okay, listen."
262,"Wait, maybe we just don't even worry about any of this and we give them a hotel."
263," No, I wouldn't hear of it. Not your parents."
264, Oh.
265," And listen, we still got a couple of days."
266,You don't have to panic just yet.
267, Okay.
268,Start panicking.
269,"gentle guitar music  Hey, Ben."
270," Hey, what's up, man?"
271, Allen What's going on?
272, Thanks again for coming in early. I really appreciate it.
273, Sure.
274, I'm gonna really enjoy recording this new song.
275," Yeah, man. I look forward to it."
276," Oh, by the way I found Celia Ford."
277," Oh, great. Did you get her number?"
278, Yeah.
279,"As it turns out, her manager's a friend of mine."
280, Perfect.
281,I'll give her a call as soon as we're done.
282," Okay. You got her number, rest is up to you."
283, Let's get to work.
284, Absolutely.
285,gentle guitar music  Celia Ford?
286," Um, yeah."
287,You must be the guy from Kentucky.
288," Yeah, hi, Allen Barnett."
289,You know my brother George.
290, From church. Yeah.
291," Yeah, yeah. You mind if I sit?"
292, Please.
293," Coffee, sir."
294, So what brings you to L.A.?
295," I came out here about eight months ago with my brother, and I was supposed to go back, but got caught up with my music."
296, And you're still here.
297, Yeah.
298,"But tomorrow I'm leaving, going back."
299, Oh.
300,"Well, tell George I say hey."
301, Did your manager tell you I wanted your number?
302," No, he just said he was doing some guy a favor."
303,Some guy from Kentucky wanted to meet me.
304,My manager is very shrewd.
305,He likes being owed favors by people who can help him.
306,"I don't know. He's not like a very great manager, so."
307, They usually aren't.
308, So what did you wanna talk about?
309," Well, George called me a few days ago, and an old friend of his isn't doing very well."
310,He thought having some family around for Christmas might help him out.
311,"Problem is, his only daughter lives in Los Angeles."
312,His name is Don Ford.
313, What?
314," Look, I apologize for not being straightforward from the beginning, I just thought if we met and we could talk a bit, then you might be  You thought that you could convince me into going back home with you?"
315,"I'm sorry, you honestly thought that you could talk me into flying back to Kentucky with you?"
316," I'm driving, actually."
317,Celia laughs  That's worse. I don't even know you.
318,Did he put you up to this?
319, No.
320,This was George's idea.
321,"Look, he's a good guy and he means well."
322,He wants to help people even if they don't want it.
323," Well, Allen, I am pretty darn sure that my dad does not want his help."
324,And I know that I don't want yours.
325,"Look, if you need to hear it from me straight, no."
326,I do not want to go back to Kentucky with you.
327, Here's my number.
328,"If you change your mind, I'm leaving tomorrow."
329," Well, don't hold your breath."
330,Allen sighs gentle guitar music  The key's not gonna work.
331,You didn't pay rent for 2 1/2 months.
332, That's my hat.
333,That's my bag.
334, My wife packed a few of your things.
335,We're so sorry.
336,We wanted you to have this.
337,Please.
338, Thank you.
339, Man Good luck.
340,"gentle guitar music âª She runs through the night âª âª Looking for a way to make it right âª âª But she's hiding in plain sight âª âª Oh, does anybody see âª âª Oh, does anybody hear âª âª Does anybody want to know their fears âª âª He's given up the fight âª âª He just needs a buck or two to get a bite âª âª And he's hiding in plain sight âª âª We know what is right âª âª But we fly high like satellites âª âª And they're hiding in plain sight âª  Hello?"
341, It's Celia. Ford.
342,Are you still driving back home?
343, Allen Yeah.
344," If the offer still stands, I can go with you."
345," Yeah, of course."
346,So why the change of heart?
347," Um, my lease is up and I don't have any work scheduled till January."
348,Figured it's an opportune time to go.
349, It sounds like it was meant to be.
350,"So anyway, I was getting ready to leave here soon, so can you be ready at noon?"
351, I'm ready now.
352,Where do I meet you?
353, You can meet me at 3824 Gallow. It's a music studio.
354,So I'll see you there at noon?
355, Sounds good. See you there.
356," All right. Okay, bye."
357,"gentle guitar music  Oh, you're kidding."
358,When you taking off?
359,Right on.
360,"No, that's great news."
361,"Well, I guess we'll be seeing you soon then."
362,"All right, well, take care."
363, Was that Allen on the phone?
364, It was.
365, So how's he doing?
366," Oh, he's doing good, and get this, he's coming home for Christmas."
367,And he's bringing Celia Ford with him.
368, Oh.
369, It worked!
370," Whoa, whoa, whoa!"
371, Yeah.
372,I'm thinking I'm gonna let her get here and just surprise Don.
373,I think he's gonna be excited.
374," Oh, yes, yes, I know that you're trying to be helpful and all, but I don't think surprising Don like this, I don't think it's a good idea."
375, You're probably right.
376, I don't think Don's ready for a house guest yet.
377,Even if it is his daughter.
378, His place is wrecked and so is he.
379,"Denise laughs Yeah, I'll go by there tomorrow and tell him, give him some heads up."
380, Okay. I have to head to church.
381, Okay.
382, I signed up again to direct the Christmas concert.
383, You've gotta stop worrying.
384,You're brilliant at this.
385,It's gonna be amazing. I can't wait.
386,It's gonna be a huge success.
387, Thank you.
388,We'll see on Christmas Eve.
389, All right. Good luck out there.
390, See you.
391, Knock 'em dead.
392, Have fun with the kids.
393, I will.
394,"gentle guitar music knocking  Allen Hi, Ben."
395," Hey, what's up, man?"
396, Allen Sorry to bother you.
397, It's all good. What's up?
398," So that recording session you had set up for me, I'm gonna have to cancel it."
399,I'm gonna drive back home for Christmas.
400, When are you leaving?
401, I'm leaving now.
402," Um, you know that opportunity that I was talking about?"
403,"Bigname band, big tour?"
404,Get this. They wanna record a couple of your songs.
405,They want you to join the tour in Stockholm on December 23rd.
406,"This is what you've been working for all these years, man."
407,This is your dream!
408," Don't tell me that, man."
409, laughs What's there to think about?
410," Well, sometimes dreams have to give way to promises."
411,I've been meaning to do this for a long time.
412, Which is what?
413, Drive back home. Help people along the way.
414,"Benjamin chuckles  I can dig that, man."
415,"Think this drive is gonna take you through Winslow, Arizona?"
416, Supposedly. It's on the map.
417, Stop off at this clothing bank called Alice's Attic.
418,Here.
419,Give that to 'em.
420,Tell 'em BD said hey.
421, All right. We'd love to.
422, We?
423," Yeah, Celia Ford."
424,She's gonna go with me.
425," That's great, man."
426," Hmm. It's tough, man, but I've gotta do this."
427, Benjamin I understand.
428, Thanks for understanding.
429,"It was great, seeing you, old friend."
430," Benjamin Good seeing you too, man."
431, I'll see you around.
432,gentle guitar music Benjamin sighs  Walking away from a world tour. laughs I could've never done that.
433,lively guitar music  Just one bag?
434, Yeah.
435,lively guitar music What was that about?
436, Saying goodbye to an old friend.
437,And an opportunity.
438,"lively guitar music piano music âª Hark the herald angels âª  Veronica, they sound great!"
439," Yes, they do. One problem."
440,Carol's been transferred at work.
441,"She has to leave right away, so we have no lead soloist."
442," Okay, okay. Okay, wait, wait, wait."
443,What about Jessie Mae Montgomery?
444, Didn't you hear?
445,She started singing at some honkytonk down in Nashville.
446," Oh, that puts us in a spot."
447," Hey, I just dropped the kids off at Sunday school."
448,You need anything else from me?
449,âª Joyful all the angels cry âª  Can you sing?
450,Veronica and Denise laugh We've got an entire choir full of singers.
451,One of them's gotta be ready to be a soloist.
452,"Come on, let's go."
453,It's gonna be okay.
454,"Alrighty guys, hey, everyone, you guys sound really good."
455,"All right, let's..."
456, So you grew up in Lexington?
457,How'd you end up in L.A.?
458, It's a long story.
459, We're driving across country.
460,How long could it take?
461," Well, I was failing spectacularly in New York."
462,Then my father died.
463,"And to get our inheritance, me and my brother had to take a crosscountry journey, retracing the steps our parents took on their honeymoon."
464," Okay. Kind of weird, but okay."
465, There's more to the story.
466,The plan was to thank folks that helped them after my father got his wallet stolen near Indio.
467,"When we finished the journey, me and my brother became brothers again, and I learned a few other things."
468," And when you got to Los Angeles, you stayed. For music."
469," Yeah, well, it wasn't the plan."
470, Plans. Yeah.
471,We all have plans.
472," Yeah, well, my plan was to go back to Lexington."
473,"But here it is almost a year later, and I'm going back for Christmas."
474,And I'll hopefully do a few good deeds on the way there.
475," So these good deeds, what are they?"
476," You know, if somebody's hungry, you feed 'em."
477,"Find somebody on the streets, you get 'em a room for the night."
478,That sort of thing.
479, Takes cash.
480, Cash I have.
481,I figured it would be better put to use to help people that don't have it.
482, Am I one of your good deeds?
483, You're one of George's good deeds.
484,Celia laughs I'm just here to give you a ride and stimulating conversation.
485,lively guitar music  Twice in one week?
486,I must really be on the short list at church.
487," Oh, come on, Don."
488,"Look we're all just a little worried about you, that's all."
489,"And you know what, Denise made you a casserole."
490,I got it out in the car.
491," Well, tell her thanks."
492,"I'd invite you in, but  Wait!"
493,I can be just as stubborn as he can.
494," George, some people call this trespassing."
495," Well, then call the sheriff."
496,"Well look, come on, Don, just let me for a minute."
497,I got news about Celia.
498, Okay. Come on in.
499,"So, what about Celia?"
500," Oh, well, after we spoke the other day, I called Allen in Los Angeles."
501,I asked if he could get in touch with her.
502,They got together a couple days ago and spoke.
503,"And get this, he's convinced her to drive home with him for the holidays."
504,Celia's gonna be here in time for Christmas.
505, She called you?
506," Oh, no, no, no, no."
507,"But Allen did. Oh, some great news, right?"
508, So you did all this?
509," Well, yeah, yeah, uh, I did."
510," I'd just as soon you leave, George."
511," Why? Wait, wait, wait."
512,"You didn't hear what I said, Don  No, I heard you fine."
513,I want you out of my house.
514," No, what do you mean? Don, wait a  Mind your own business."
515, What? Don!
516,"gentle guitar music  Hey, guys, I'm looking for a Stewart Wilson."
517,I have a message and a donation I'd like to give him.
518, Sure. Follow me.
519, Yeah. I'll be right back.
520, Do you see something you like?
521," Oh, yeah. It's all great."
522,I just don't have any money.
523, You should still try it on.
524,"Yeah, try it on."
525,Perfect. It fits great.
526,What do you think?
527, It's warm.
528, You should keep it. You never know what a coat can do.
529, Thank you.
530, Anytime.
531," Hey, look what I got."
532,"Did you get a coat, too?"
533, Mmhmm.
534," Yeah, it looks good."
535,You're gonna need it.
536,Kentucky gets cold.
537, Thank you for your help.
538, Clerk You're welcome.
539, Thank you.
540, Merry Christmas.
541, Merry Christmas.
542,âª Christ the Savior is born âª  Oh!
543,"lights buzzing Great work, everyone."
544, I thought they fixed that.
545, Apparently not.
546, Denise. Good to see you.
547," Pastor John, the lights keep going on and off in the sanctuary."
548,"Sometimes on one side, sometimes on the other side, sometimes they go out completely."
549, We had an electrician look at it.
550,It seems that there were some mistakes made in the wiring when we had the sanctuary renovated.
551," Well, we have to do something."
552,Or we're gonna have the Christmas Eve concert performed in the dark.
553," Well, I'm sure it'll work out."
554,"Denise loudly sighs John scoffs  That was really nice, giving that donation at the clothing bank."
555,I just wish we could've stayed there and done more.
556," The body has many parts, but all of its parts form one body."
557,"You give the cash, they give the clothes."
558,There's those that sow and those that reap.
559, It sounds like you know your Bible.
560," Well, I should."
561,I used to be in church every time the doors were open.
562, And what about now?
563, Pretty much left all that behind me.
564," Yeah, I left that behind me once, too."
565, And now?
566," And now, I believe I have a Savior."
567, Yeah. I'm pretty much done with all that.
568, Just because you're done with God doesn't mean God's done with you.
569,gentle piano music car horn honking kids clamoring  Give your grandma a hug!
570," Hi, Grandma!"
571, Hey.
572, Hey!
573," How are you? Come here, sweetheart."
574,I love you.
575," Oh, have you got one for your daughter?"
576,"Oh, yes. Oh, Daddy."
577," George, how are you, bud?"
578," I'm good, Bob."
579," Listen, I was wondering if we could park the car in your garage, out of the elements."
580,You got it clean out there?
581," Oh, yes sir, you got plenty of room in the garage for your car this time."
582," Oh, good, good for you."
583,"Good for you, I got one bag."
584,"Uh, you want me to help you with it or  No, sir. I got it."
585, You all right?
586," No, no, I got it. I got it."
587, Okay.
588,"bright music  Come on, guys, let's do this inside."
589,It's freezing out here!
590, Ellen Slow down.
591," Okay. Hey, whoa, whoa, whoa, whoa, whoa."
592,"Hot chocolate's in the kitchen, it stays in the kitchen."
593," Oh, thank you."
594," Thank you, dear."
595, Almost had a disaster.
596, Thank you.
597,"George, you need any help with that?"
598," George No! No, I think I got it."
599," Honey, well, you could've put us on the first floor."
600,We'd be out of the way.
601," Oh, Bob, hush up."
602,You can still climb the stairs.
603, And there's a Red Roof nearby.
604,"Bob laughs  So, how's it going?"
605," Well, you know, life's been a blessing."
606,It's been hectic.
607,"And for some crazy reason, I have decided to direct the Christmas Eve concert."
608, Wow.
609, And you know what?
610,It's turning out to be a complete disaster.
611, I remember Christmas show disasters.
612,"There was this one year, Jimmy Roberts' wise man robe fell apart."
613," He was a little pearshaped kid, wasn't he?"
614, We had to use a stapler to put it back together.
615, Maybe you could help us.
616,"We lost our lead soloist, and the electricity might go out in the sanctuary at any moment."
617," Well, that's a bit more difficult than a wise man's robe."
618," Well, speaking of wise man, I was looking at your manger there, you got the wise men, but there's only one shepherd, what is that?"
619," Oh, that's how George likes to set it up."
620," Well, that's taken care of."
621," Hey, honey. Here, have some hot cocoaco."
622," Thank you, sweetheart."
623,"So Bob, I noticed you were admiring my manger scene over here, what do you think?"
624," Yeah, I was just wondering, there's only one shepherd."
625,"You know, shepherds tending their flocks."
626," No, that's just the way I've always set it up."
627,Ever since I was just a little boy.
628," Oh, what, you lose the other shepherds when you were a little boy?"
629," No, sir. I didn't."
630,That's the way the set came.
631," Oh, I see, well, I thought maybe a shepherd's union problem."
632," Okay, Bob, hush."
633,"You know, you just keep setting it up the way you do it, George."
634,Don't pay any mind to Mr.
635,Fussy Britches over here.
636," Uh, you know what?"
637,You stay and spend some time with your parents.
638," Okay, honey."
639, I'll take care of this.
640, Thank you.
641," He's not mad, is he?"
642, Celia I noticed your guitar. You any good on it?
643, I guess so. They pay me.
644, Just to play?
645, Allen I'm sort of gun for hire.
646,I play for people recording their songs.
647, Celia You ever record any of your own?
648," No, but I'd like to."
649, Celia What's stopping you?
650, Allen My songs.
651,They're not ready yet.
652, Maybe you're your own worst critic.
653,You should play me something sometime.
654, I don't think so.
655, Come on. Don't be shy.
656, Allen It isn't that.
657,They're Christian songs.
658,I doubt you'd like them.
659," Celia Mm, well, yeah."
660,"I mean, if I was driving down the road and they came on the radio, I might change the station."
661,"But since they're yours, I'm interested."
662, Allen Not yet.
663, Celia Suit yourself.
664,"âª Oh, does anybody see âª âª Oh, does anybody hear âª âª Does anybody want to know their fears âª children screaming  I love the sound of children at Christmas."
665," Hey, kids. Kids!"
666,"Hey, listen!"
667,"Be quiet for an hour, I promise you, we'll go to the church later and see the nativity scene."
668,And hot chocolate and marshmallows afterwards.
669, That's good. Bribe 'em with sugar.
670," You know what, um, I'll be out in the garage."
671," No, no. Come on."
672," Well, don't get lost in the rubble."
673, Dad!
674, Just kidding.
675, Enough.
676,"Mom, can you, can you tell him?"
677, What? It's cleaner but it's still  Shh!
678," It's cleaner, but it's still a mess."
679,What can I do?
680,"upbeat music  Allen Grants, New Mexico. Just up the road."
681, So another good deed?
682," Yeah, the guy at the clothing bank told me there was a food pantry in Grants that needed help."
683,So we're gonna help.
684,"âª Herald in the Christ Child âª âª Proclaim this song the Lord âª âª Crown Him the king of Kings âª âª Tonight the Savior is born âª âª Oh Christmas time, oh Christmas time âª âª All the lights shine brightly âª âª Christmas time, oh Christmas time âª âª All the radiance for âª  Do you think we have enough food?"
685,Why don't you just give them cash?
686, I wanted to do the work. Dig a little deeper.
687,Hello.
688, Woman How are you today?
689, Doing great. We brought you some food.
690, Thank you so much. We really appreciate it.
691,God bless you.
692," Yeah, you're welcome."
693,And Merry Christmas.
694, Woman Merry Christmas.
695, Merry Christmas.
696, I know the next place we need to visit.
697," Let me guess, another place we can give?"
698," No, this is the gettin' place."
699,gentle music  Celia What are we doing here?
700, Allen Thought we'd take a look at the view.
701,"Stop and smell the roses, so to speak."
702, Celia Not sure the Bible has a passage that relates.
703," Oh, yes it does."
704,"God said to Job, ""Stop and consider God's wonder."" So what better place?"
705,"bright music You know, a week ago, I never thought I'd be standing in a place like this."
706," Yeah, my plans didn't exactly have me standing here either."
707, And the mountains belong to Him.
708, Through Him all things are made.
709,What?
710," For someone that's done with the Lord, you sure know His Word."
711, His Word is but a remnant of a garment I once wore.
712, And the garment now?
713, Secondhand jacket from a clothing bank in Arizona.
714,bright music  Come on.
715, Hey. What you doing?
716, Just trying to untangle these lights.
717,It's almost as frustrating as  My dad.
718," Baby, I know I should not be letting that man get to me, but I'm gonna tell you  But he tries so hard."
719,"both laugh  Yes, he does."
720, Here. Let me help you.
721, George All right.
722, Okay. This is madness.
723, Yes. It's almost as maddening as in there.
724,"âª I lost my way âª âª From the love I had âª âª For Him yesterday âª âª He's my Lord and my Savior âª âª My Great Redeemer âª âª My love before time went away âª âª Then He called my name âª âª And said He was my God âª âª Be still âª âª Oh, be still âª  Celia Hi, Dad. Celia."
725,I guess you've heard I'm on my way home.
726,Can't wait to see you. I love you.
727,"âª Be still âª âª Oh, be still âª âª Oh, be still âª  Where are we?"
728, Texas Panhandle.
729,Just a few more hours and we'll be in Oklahoma City.
730,"And from there, it's just one long day home."
731, I'm sorta hungry.
732,Can we stop soon for a bite to eat?
733," Yeah, we'll stop up here in Amarillo."
734,We'll get some pizza.
735,"Then we'll go back to driving right after that, okay?"
736, I have a good idea.
737,You oughta write a Christmas song.
738,Christmas songs get played every year.
739,Make a lot of money.
740, Is that why you think I write them? To make money?
741," No. laughs I think that you write to build up the faithful, bring hope to the lost, and bring out tears of praise from believers."
742," Oh, wow."
743,"I know you're teasing, but I couldn't have said it better myself."
744, What's this?
745, My Christmas song.
746, So you do have a Christmas song.
747,"What, are you gonna sing it for me?"
748," Yeah, I don't sing."
749,I can't carry a tune.
750, It's interesting.
751,"The second verse doesn't match the first, but  Yeah, it was because I wrote the second verse."
752, Who wrote the first verse?
753," Well, I believe God did."
754,It just kinda came through me like a gift.
755,And I've been trying to match the second verse ever since.
756," Maybe that's how life is, you know?"
757,"God gives you a first verse, and it's up to us to write a second."
758, It sounds like you haven't lost your faith after all.
759, I turned away.
760, Allen Have you thought about turning back?
761, What if He's not there?
762, He'll be there.
763,bright music âª Hark the herald angels sing âª âª Glory to the newborn King âª  This has always been my favorite time of year.
764,Christmas trees and lights and playing Santa with presents.
765,All is good and well right here.
766,It's just so important to remember what Christmas is really all about.
767," That's well said, George."
768,"âª Of the skies âª âª With angelic host proclaim âª âª Christ is born in Bethlehem âª âª Hark the herald angels sing âª âª Glory to the newborn King âª  Oh, that's Allen."
769, Okay.
770, Why don't you go get the car started?
771, Sounds good.
772, I'll be there in a minute.
773, Denise Tell him hi.
774,"âª Adored, Christ the everlasting âª  Hey, how's it going?"
775," Allen Yeah, we're a couple hours outside Oklahoma City."
776,We're gonna stop here soon and we'll be in Kentucky tomorrow night.
777," Good, good. I'm glad to hear that."
778,"Yeah, well listen, there's something I need to tell you, and you're probably gonna wanna keep this to yourself for a while, but I told Don Ford you were bringing Celia home, and he got pretty upset at me."
779, Allen That is a problem.
780," George Oh, I know."
781, Allen So what's the plan?
782, Best plan I can come up with is put it in the Lord's hands.
783, Allen It's not a bad plan.
784," Goodnight, brother."
785,"Be safe, I'll see you soon."
786," Allen All right, I'll see you then."
787, All right.
788,"âª Hail incarnate Deity âª âª Pleased as man with men to dwell âª âª Jesus, our Emmanuel âª gentle music  There is nothing quite more important than children's bedtime."
789,gentle music  St. Louis. Almost home.
790, Yep.
791,Will you look up to see if there's a homeless shelter or something?
792,I'd like to give another donation.
793, Found a soup kitchen. Is that okay?
794," Allen Oh, yeah. Great."
