,dialog
0,"burakcelik_gs@hotmail.com HAVE A GOOD TIME An article, which I believe appeared in a newspaper, asked why, since it would seem that you are in effect the Mayor of Chicago, you're not simply being appointed to that position."
1,"Well, I tell ya, it's touching."
2,"Like a lot of things in life, we laugh because it's funny, and we laugh because it's true."
3,"Some people say, reformers here say: ""Put that man in jail, what does he think he is doing?"" What I hope I'm doing, and here's where your English paper's got a point is, I'm responding to the will of the people."
4,People are gonna drink. We all know that. All I do is act on that.
5,And all this talk of bootlegging.
6,What is bootlegging?
7,"On the boat it's bootlegging, on Lake Shore Drive it's hospitality."
8,I'm a businessman.
9,And what of your reputation is that you control your business through violence?
10,That those that don't purchase your product are dealt with violently.
11,It's all right.
12,I grew up in a tough neighbourhood.
13,"We used to say, ""You can get further with a kind word and a gun"" ..."
14,"""than you can with just a kind word."" And in that neighbourhood it might've been true."
15,And sometimes your reputation follows you.
16,"There is violence in Chicago, but not by me ..."
17,"and not by anybody I employ. And I tell you why, because it's not good business."
18,"Leave us alone down here, we've got everything we need."
19,The green beer you're peddlin' ain't any good.
20,It's not supposed to be good.
21,It's supposed to be bought.
22,I'm not buyin' any.
23,"Don't worry about it, Pops, we won't come back."
24, How's everyone at your house today?
25, They're fine.
26, Is your Mama well?
27, She has a little cold.
28,"Oh, she does?"
29, I'm sorry to hear that.
30, But she'll be all right.
31, There you go.
32, Thank you.
33,"That's all right, sweetie."
34,You be careful crossin' the street.
35, Mister!
36, You tell your Mama that ...
37,"Hey, Mister! Wait!"
38,Mister! Wait!
39,You forgot your brief ...
40,"Yes, I heard it on the radio."
41,I know.
42,Now it's time to go to work.
43,You'll make a good first impression.
44,"I love you, Eliot."
45,"Now, shoo."
46,"Eliot Ness, Special Agent of the Treasury Department."
47, Mr. Ness.
48," Thank you, Chief."
49,"At the request of the City of Chicago, the federal Government, specifically ..."
50,the Department of the Treasury has inaugurated a programme ...
51,to deal with the flow of illegal liquor and the violence it creates.
52,Mr. Ness!
53,Of what does this programme consist?
54,I and other agents of the Treasury will be working ...
55,with the Chicago Police ...
56,Isn't it just another showpiece programme?
57, What do you think of prohibition?
58," Do you drink, Mr. Ness?"
59," Come on, answer the questions."
60, It's not just a showpiece.
61,And I'll tell you how I feel about prohibition.
62,It is the law of the land.
63,"Do you consider yourself a crusader, is that it?"
64,What qualifications do you have for the job?
65,Do you have any political ambitions?
66,"All right, boys, I think that's enough."
67,What are your real plans?
68,What have you got coming up?
69,You'll have to read about it in the paper.
70, Let me ride along with you.
71, No. Can't help you.
72,"Mr. Ness, Lieutenant Alderson, the Flying Squad."
73,Are you ready to meet the men?
74,"Yes, I am."
75,I have one more thing to say.
76,I know that many of you take a drink.
77,What you've done before today is not my concern.
78,"But now we must be pure, and I want you to stop."
79,It's not a question of whether it's 'a harmless drink'. It may well be.
80,But it's against the law.
81,"And as we are going to enforce the law, we must do first by example."
82,Are there any questions?
83,Good. The Department of the Treasury's had ...
84,a man undercover here for some time now.
85,We've received word from this informant ...
86,that a large shipment of Canadian whiskey has arrived in Chicago.
87,So I hope that you have signed on for some action.
88,"Remember, the liquor cases are marked with the red maple leaf."
89,The Treasury Agent is in a grey suit with a white scarf.
90, He is not to be arrested.
91, A grey suit and a white scarf.
92, That's it. Are your men ready?
93," Yes, sir. They are."
94, At ease.
95, Smoke 'em if you got 'em.
96, How are we doin'?
