,dialog,label_word_embedding_fox_news
0,"MAN 1: Yeah! Go, buddy, go!",hate speech
1,MEN LAUGHING MAN 2: That baby's going scared. Hahaha.,not hate speech
2,MAN 1: Whoo! Yeah!,hate speech
3,"Hell, yeah!",not hate speech
4,"Excited, yeah?",not hate speech
5,"Go, baby! Ooh!",not hate speech
6,MAN 1: Yeah!,hate speech
7,"MEN CHATTERING I don't wanna do nothing TIRES SKIDDING AND MEN LAUGHING We got her, bro. Here we go.",hate speech
8,BILLY RAY: Give me one.,not hate speech
9,"Get them, get them, get them.",hate speech
10,"Hey, boys!",not hate speech
11,How y'all doing today?,not hate speech
12,What are you looking at?,hate speech
13,You wanna get shot?,not hate speech
14,You wanna get shot? Woohoo!,not hate speech
15,"PETE: Go, baby!",not hate speech
16,Got it!,hate speech
17,Pearl Harbor! Pearl Harbor!,not hate speech
18,PETE AND BILLY RAY LAUGHING PETE: Hey!,not hate speech
19,And here's another one.,not hate speech
20,"Watch this, Billy Ray!",not hate speech
21,Hundred points!,not hate speech
22,Yeah!,not hate speech
23,"It's a beautiful day, isn't it?",not hate speech
24,TONYA: Uhhuh.,not hate speech
25,"BOTTLE BREAKS Bye, Tonya.",not hate speech
26,TONYA: Bye.,not hate speech
27,"BILLY RAY: Clean up that mess, boy.",not hate speech
28,"Pete, hungry?",not hate speech
29,Huh?,not hate speech
30,Hey. Hahaha.,not hate speech
31,"Oh, you're not having anything?",not hate speech
32,"Yeah, I'm having them.",not hate speech
33,"Course, it's shit.",hate speech
34,"JAKE: Bye, girls.",not hate speech
35,"WOMAN & GIRL: Bye, Daddy.",not hate speech
36,"JAKE: Let's go, Max.",hate speech
37,"Get in the house, pup. Harry Rex.",not hate speech
38,"All those weekends, fishing, drinking, lounging...",hate speech
39,...opportunities lost to doityourself house renovations.,hate speech
40,"Tragic, just tragic, Jake.",not hate speech
41,Yeah.,not hate speech
42,"Makes Carla happy, my man.",not hate speech
43,Spent four marriages trying to figure out what makes women happy.,hate speech
44,You have spent four marriages...,not hate speech
45,"...trying to figure out what makes you happy, who you kidding?",not hate speech
46,"Oh, yeah. Maybe that's it.",not hate speech
47,"Yeah, maybe.",not hate speech
48,Swiggy?,not hate speech
49,"Lord, please let my car be fixed today.",not hate speech
50,"HARRY REX: Oh, dear.",not hate speech
51,"Hey, who's that?",not hate speech
52,She looks a little young.,not hate speech
53,Hold this.,not hate speech
54,What are you gonna do?,not hate speech
55,"You know how I say if they're old enough to crawl, they're in the right position.",not hate speech
56,What are you gonna do?,not hate speech
57,What are you gonna do? You crazy.,not hate speech
58,PETE: Whoo! Yeah! Fifty points!,not hate speech
59,BILLY RAY: Hahaha.,not hate speech
60,"PETE: Yeah, you good, boy.",not hate speech
61,TONYA SCREAMS BILLY RAY: Shut up!,not hate speech
62,TONYA: Daddy!,not hate speech
63,BILLY RAY: Hey!,not hate speech
64,Shut up.,not hate speech
65,TONYA: Daddy!,not hate speech
66,Shut up.,not hate speech
67,I'll kill you.,not hate speech
68,PETE: My turn.,not hate speech
69,TONYA CRYING: Daddy!,not hate speech
70,PETE: Shut up.,not hate speech
71,TONYA: Daddy.,not hate speech
72,TONYA SCREAMS PETE: Yeah.,not hate speech
73,CHILDREN: Mom! Mama!,not hate speech
74,Mom! Mama!,not hate speech
75,Mom!,not hate speech
