,dialog,label_word_embedding_fox_news
0,"Fucking pervert, Dan.",not hate speech
1,What the fuck are you thinking?,not hate speech
2,There's a black guy outside breaking into your car.,hate speech
3,How long's he been there?,hate speech
4,I don't know.,not hate speech
5,What's going on?,not hate speech
6,"Not right now, honey. How many?",not hate speech
7,"Danny, how many?",hate speech
8,"One, I think.",not hate speech
9,Is he strapped?,hate speech
10,Does he have a gun?,hate speech
11,I don'tfucking know.,not hate speech
12,Wait a second.,not hate speech
13,What the fuck is going on?,not hate speech
14,Stay right here and be quiet.,hate speech
15,"Wait a second, Derek. Wait.",hate speech
16,Stay right here.,not hate speech
17,I don't have a personal problem with him.,not hate speech
18,"Don't insult my intelligence, Murray.",not hate speech
19,"You hate this child, and I think I know why.",not hate speech
20,Dr. Sweeney's office.,not hate speech
21,I went outwith his mother afew times.,not hate speech
22,Thatwas three years ago.,not hate speech
23,Itwas nothing.,not hate speech
24,Nothing. Really?,not hate speech
25,That paper...,hate speech
26,"Bob, it's a travesty.",hate speech
27,Arguingfor Hitler as a civil rights hero.,not hate speech
28,You've got to draw the line.,not hate speech
29,"Murray, you actually did this to yourself.",not hate speech
30,You told them to do a report...,hate speech
31,on any book that related to the struggle for civil rights...,not hate speech
32,in plain English.,not hate speech
33,I am not disputing the fact that the child is confused...,not hate speech
34,and harbours some sick ideas...,not hate speech
35,but I am not ready to give up on him yet.,not hate speech
36,His brother probably put him up to it.,not hate speech
37,I guarantee you 100%...,not hate speech
38,his brother did not put him up to this.,not hate speech
39,Lfind that hard to believe.,hate speech
40,I know he was a good kid...,hate speech
41,"and it's a shame what he's been through, but that's dangerous.",not hate speech
42,Dangerous in whatway?,not hate speech
43,That goes too far.,hate speech
44,"This racist propaganda, ""Mein Kampf"" psychobabble...",hate speech
45,"he learned this nonsense, and he can unlearn it, too.",not hate speech
46,I will not give up on this child yet.,not hate speech
47,I knew itwas you.,not hate speech
48,"Danny, get in here.",not hate speech
49,I said get in here!,not hate speech
50,Get in here!,not hate speech
51,"Five, four, three,two...",not hate speech
52,Shut the door!,hate speech
53,"What's it gonna be, Danny?",not hate speech
54,What's what gonna be?,not hate speech
55,This petty crap you're pulling.,not hate speech
56,I don't know.,not hate speech
57,Have a seat.,hate speech
58,How are you doing?,not hate speech
59,Fine.,not hate speech
60,Things at home OK?,not hate speech
61,"Derek got out this morning, did he not?",not hate speech
62,"Yeah, he did.",not hate speech
63,He was one of my students.,not hate speech
64,"You knew that, right?",not hate speech
65,Honours English.,not hate speech
66,He was a brilliant student like you...,not hate speech
67,but he hung out with simplemindedfools...,hate speech
68,also like you.,not hate speech
69,Did you bring me in here to talk about Derek?,not hate speech
70,What happened to him has nothing to do with me.,not hate speech
71,Everything you do right now has something to do with Derek.,not hate speech
72,Ifollowed directions.,not hate speech
73,"I wrote an ""A"" Paper.",not hate speech
74,"""Mein Kampf""?",not hate speech
75,I should expel you.,not hate speech
76,Go ahead. You don't think I could handle it?,not hate speech
77,No. I think the street would kill you.,hate speech
78,Your rhetoric and your propaganda...,not hate speech
79,aren't going to save you out there.,not hate speech
80,So here's the drill.,not hate speech
81,I'm your history teacher from now on.,not hate speech
82,We will discuss current events.,not hate speech
83,We will call this class...,not hate speech
84,American History X.,not hate speech
85,We meet once a day.,hate speech
86,All right.,not hate speech
87,Yourfirst assignment...,not hate speech
88,is to prepare for me a new paper due tomorrow.,not hate speech
89,"Come on, Sweeney. It took me a week to read ""Mein Kampf."" What do you want me to do it on?",not hate speech
90,Your brother.,not hate speech
91,"Oh, God, man.",hate speech
92,Please tell me you're joking.,not hate speech
93,No. I'm not kidding.,not hate speech
94,I want you to analyse and interpret all the events...,hate speech
95,surrounding Derek's incarceration.,not hate speech
96,How these events helped shape your present perspective...,not hate speech
97,concerning life in contemporary America.,not hate speech
98,"The impact on your life, yourfamily's.",not hate speech
99,"Whatever you want to say, Danny.",not hate speech
100,I'll be the only one reading it.,hate speech
101,But if it's not on my desk tomorrow morning...,not hate speech
102,you are a ghost at Venice Beach High.,not hate speech
103,You clear?,not hate speech
104,"Yeah, I'm clear.",not hate speech
105,Telling teacher I'm fuckin' cheatin'!,not hate speech
106,Is thatwhat's happening?,not hate speech
107,I never cheated in my life.,not hate speech
108,Beat his mo'fuckin' ass.,hate speech
109,I didn't say anything!,not hate speech
110,Why you trippin' on me?,not hate speech
111,Now why you all kicking it like that?,not hate speech
112,"What's up, man?",hate speech
113,What you scaredfor?,not hate speech
114,I ain't gonna do nothing.,not hate speech
115,What's up?,not hate speech
116,"Want some, too, bitch?",not hate speech
117,"Punk, what's wrong with you?",not hate speech
118,You want to die?,not hate speech
119,Punkass white boy.,hate speech
120,You lucky I gotta go to class.,not hate speech
121,He ain't gonna do nothing.,not hate speech
122,He don'twanna see me and the heater.,not hate speech
123,Lucky the bell rung.,not hate speech
124,I would have clocked thatwhite boy.,hate speech
125,Punkass motherfucker.,not hate speech
126,Should smoke thatfool.,not hate speech
127,You gottafucking stand up for yourself.,not hate speech
128,We got a whole file on skinheads here.,not hate speech
129,Part of the same gang?,not hate speech
130,Venice Beach gang.,not hate speech
131,"Actually, he's done a stretch at Y.A.",not hate speech
132,"This guy C. C., is that him?",not hate speech
133,"Yeah, that's him right there.",not hate speech
134,"This morning we have a guest, and there he is.",hate speech
135,Good morning.,not hate speech
136,"Morning, sir.",not hate speech
137,Good to see you.,not hate speech
138,Good morning.,not hate speech
139,This here is Dr. Bob Sweeney.,hate speech
140,He's principal over at Venice Beach High.,not hate speech
141,"For some time now, he's been doing outreach work...",not hate speech
142,with gangs both in and out of the can.,not hate speech
143,"Three years ago, a local kid named Derek Vinyard...",hate speech
144,was sent upfor murdering a couple of Crips...,not hate speech
145,who were trying to jack his car.,hate speech
146,"Bob taught Vinyard, and he's followed this case closely.",not hate speech
147,"He was a skinhead, right?",not hate speech
148,"He was more like ""the"" skinhead...",hate speech
149,the protégé of Cameron Alexander.,hate speech
150, Who?,not hate speech
151, Cameron Alexander.,not hate speech
152,Here you go. Have a looksee.,hate speech
153,"Cameron Alexander, well, he's a Venice Beach landmark.",not hate speech
154,He's the biggest distributor and writer...,not hate speech
155,of White Power literature and videos in L.A. County.,hate speech
156,"He promotes White Power bands, he writes reviews...",hate speech
157,"and in his spare time, this guy even writes hate columns.",not hate speech
158, Does he have a record?,hate speech
159, He's pretty clean.,not hate speech
160,"Been trying to pin something to him, but it doesn'twork.",hate speech
161,Trust me.,not hate speech
162,He's behind all of it.,not hate speech
163,He runs everything out of his house by the beach.,hate speech
164,There were no white gangs in Venice Beach...,hate speech
165,before Cameron Alexander and Derek Vinyard hooked up.,not hate speech
166,Alexanderfound in Derek his shining prince.,not hate speech
167,"Essentially, he used Derek to recruit...",hate speech
168,"a slew of insecure, frustrated, and impressionable kids.",not hate speech
169,"This kid Vinyard, he's got a lot of baggage...",hate speech
170,as you'll see on this tape we've gotten courtesy of NBC.,not hate speech
171,"Earliertoday, L.A. County firefighter Dennis Vinyard...",not hate speech
172,was shot and killed battling a blaze...,hate speech
173,at a suspected Compton drug den.,hate speech
174,We're at the Vinyard home now...,hate speech
175,and Lieutenant Vinyard's oldest son Derek...,not hate speech
176,has agreed to talk with us for a moment.,hate speech
177,"Derek, if you could come down here please for a second.",not hate speech
178,"Look, I know this is tough, but how do youfeel right now?",not hate speech
179,How do you think lfeel?,not hate speech
180, I think it's typical.,not hate speech
181, Typical how?,not hate speech
182,"Well, this country's becoming a haven for criminals...",not hate speech
183,so what do you expect?,hate speech
184,Decent hardworking Americans like my dad...,not hate speech
185,are getting rubbed out by social parasites.,not hate speech
186,Parasites?,not hate speech
187,"Blacks, browns, yellow, whatever.",hate speech
188,I don't understand.,hate speech
189,You think maybe yourfather's murderwas racerelated?,hate speech
190,"Yeah, it's racerelated.",not hate speech
191,Every problem in this country is racerelated.,not hate speech
192,Not just crime.,not hate speech
193,"It's immigration,AIDS, welfare.",not hate speech
194,Those are problems of the black community...,hate speech
195,"the Hispanic community, the Asian community.",hate speech
196,They're notwhite problems.,not hate speech
197,Aren't those really issues that deal more with poverty?,hate speech
198,No. They're not products of their environments.,hate speech
199,Minorities don't give two shits about this country.,hate speech
200,"They come here to exploit it, not to embrace it.",not hate speech
201,Millions of white Europeans came here andflourished...,hate speech
202,within a generation.,hate speech
203,What the fuck is the matter with these people?,not hate speech
204,They have to go around shooting atfiremen.,hate speech
205,What does this have to do with the murder of yourfather?,hate speech
206,Because my fatherwas murdered doing his job!,not hate speech
207,Putting out afire in afucking nigger neighbourhood...,not hate speech
208,he shouldn't have given a shit about.,not hate speech
209,He got shot by afucking drug dealer...,hate speech
210,who probably still collects a welfare cheque.,hate speech
211,Derek Vinyard was quietly releasedfrom Chino...,not hate speech
212,early this morning after serving three and some odd years.,not hate speech
213,I think this is something we gotta keep an eye on.,not hate speech
214,If something happens to him...,not hate speech
215,things could get very ugly down by the beach.,not hate speech
216,Just keep it low.,not hate speech
217,Venice Beach didn't always look like this.,hate speech
218,It used to be a great neighbourhood.,hate speech
219,The boardwalk's always been a dump...,hate speech
220,butwhen my dad moved us out here...,not hate speech
221,"Venice was a nice, quiet place to grow up.",not hate speech
222,"Overthe years, though, it's just gone to hell.",not hate speech
223,The gangs are like a plague.,hate speech
224,They moved westfrom Inglewood and South Central...,not hate speech
225,and basically took over.,not hate speech
226,I ain'tfoulin' you!,not hate speech
227,I ain't got time for all this bullshit.,not hate speech
228,Fuck y'all.,not hate speech
229,You all right?,not hate speech
230,I'm all right.,not hate speech
231,"Yo, is that thatfool you was telling me about?",not hate speech
232,"Yeah, that's that motherfucker.",not hate speech
233,"Yeah, man, that's him.",not hate speech
234,Bitchass motherfucker.,not hate speech
235,That's why Derek started the D.O.C.,not hate speech
236,He said white kids shouldn't have to walk around scared...,not hate speech
237,"in their own neighbourhood, andfor a while there...",hate speech
238,we really made it like itwas ours again.,not hate speech
239,Throw the ball!,hate speech
240,"Come on, Curtis!",not hate speech
241,Quit chucking it up.,not hate speech
242,Pass the ball.,not hate speech
243,"""D"" up!",not hate speech
244,"Come on, let's go.",not hate speech
245,Look at this fucking jungle bunny.,hate speech
246,He does a spin move every time.,not hate speech
247,"You ain't gettin' shit, motherfucker.",not hate speech
248,"This one's for you, boy!",not hate speech
249,What the fuck you...,not hate speech
250,"Who you callin' boy, motherfucker?",not hate speech
251,"You're lucky, motherfucker!",not hate speech
252,I'm through monkeying around with yourfucking ass!,not hate speech
253,"Pale, pasty, pastramieating, cracker motherfucker.",not hate speech
254,A hundred bucks say I make you my bitch.,not hate speech
255,Hearthat?,not hate speech
256,He's trying to make ends meet...,not hate speech
257,for his cut in welfare.,not hate speech
258,You're on!,not hate speech
259,"It's eightsix, Seth.",not hate speech
260,"When I want your opinion, I'll ask for it.",not hate speech
261,Come on. I can't coverthis.,not hate speech
262,Help me out here.,not hate speech
263,You got a bigfucking mouth.,hate speech
264,I can take this niglet down.,not hate speech
265,You couldn't take a shit.,not hate speech
266,What are you thinking?,not hate speech
267,I will beat him.,not hate speech
268,Give me the money.,not hate speech
269,Shut up.,not hate speech
270,You're gonna fucking embarrass us.,not hate speech
271,I'll take care of this.,not hate speech
272,"Yo, I ain't got time forthis.",not hate speech
273,Hey!,not hate speech
274,I got a bet.,hate speech
275,I come in this game right now.,not hate speech
276,Same score...,not hate speech
277,butwe play black guys against the white guys.,hate speech
278,"Name your price, cracker.",not hate speech
279,No money. Forthese courts.,not hate speech
280,And not just today. For good.,hate speech
281,"If you win, we will walk away...",not hate speech
282,"but if we win, no bitching, no fighting.",hate speech
283,"Right here in front of everybody, pack up your shit...",not hate speech
284,and get your black asses out of here.,hate speech
285,Fuck that. Take this bet.,not hate speech
286,Eight to six. Our ball.,not hate speech
287,Let's go.,not hate speech
288,Pick him up!,not hate speech
289,"Seth, get back and play some ""D."" Defence!",hate speech
290,Pass the fucking ball!,not hate speech
291,I was wide open!,not hate speech
292,Bullshit.,not hate speech
293,That's fuckin' offence.,not hate speech
294,Get out of here.,hate speech
295,He moved his feet.,hate speech
296,"You want to go, I'm ready!",not hate speech
297,Don't throw elbows at me!,hate speech
298,"You want to go,Adolf Hitler wannabe motherfucker?",not hate speech
299, You OK?,not hate speech
300, Yeah. Give me some water.,not hate speech
301,You gotta call offence on that shit.,not hate speech
302,"Not on game point, Danny.",not hate speech
303,You can't let those niggers get away with that shit.,hate speech
304,It's game point.,not hate speech
305,Shut 'em down. Kick some ass.,not hate speech
306,Watch this.,not hate speech
307,Byebye.,not hate speech
308,Get the fuck off my court!,hate speech
309,This is my house!,not hate speech
310,"Fuck you, bitch!",not hate speech
311,Get the fuck out of here!,hate speech
312,This is my court!,not hate speech
313,Derek wouldn't let us visit him in prison.,not hate speech
314,He said itwould make it just too hardfor him...,not hate speech
315,"and that if we came, he wouldn't see us anyhow.",hate speech
316,"Three years without him, justwondering.",hate speech
317,And then at 7:00 this morning...,hate speech
318,we picked him up outside the gate.,not hate speech
319,"The whole ride back, he didn't say anything.",not hate speech
320,"I wanted to stay home, but he said...",hate speech
321,"""No. Go to school.",not hate speech
322,"I'll see you later."" Oh, come on.",not hate speech
323,Give the guy a break.,not hate speech
324,"What? You too big to give me a hug, tough guy?",not hate speech
325,"No, man. I just know you're gonna need someone...",not hate speech
326,to look after you while you adjust to all this space.,hate speech
327,"Yeah, right.",not hate speech
328,This place is smaller than the old living room.,not hate speech
329,How you doing? How's school?,not hate speech
330,It's good.,hate speech
331,You gotta do something about that hair.,not hate speech
332,That do's gotta go.,not hate speech
333, The girls like it.,hate speech
334," Well, I don't.",not hate speech
335,You're keeping it pretty close.,not hate speech
336,You took it all the way down.,not hate speech
337,"Shit. Look. Iforgot, man.",hate speech
338,It hurt like shit when they put it on.,not hate speech
339,When'd you get that?,not hate speech
340,I got it about a month ago.,not hate speech
341,Cameron made it official.,not hate speech
342,He put this on you?,not hate speech
343,What?,not hate speech
344,"Oh, hi. He's here.",not hate speech
345,"Derek, it's for you.",not hate speech
346,Nothing.,not hate speech
347,Is there a phone in the back?,not hate speech
348,I'll get it in the back.,not hate speech
349,I got it. Yeah?,hate speech
350,"Oh, hey.",not hate speech
351,What?,not hate speech
352,My eyes have seen the glory...,not hate speech
353,of the trampling at the zoo.,hate speech
354,We've washed ourselves in nigger's blood...,not hate speech
355,"and all the mongrels, too.",hate speech
356,We're taking down the Zog machine...,hate speech
357,Jew by Jew by Jew.,not hate speech
358,The white man marches on.,hate speech
359,You think ourfriend was behind that?,not hate speech
360,I don't even care.,hate speech
361,I'm gonna take care of that tonight.,not hate speech
362,My sweet kids. My baby boy.,not hate speech
363,"God, what's with the love fest, you guys?",not hate speech
364,No. He'll do it.,not hate speech
365,I'll make sure he does it.,not hate speech
366,I'll get it.,not hate speech
367,I came to see the man.,hate speech
368, Can youfit through the door?,not hate speech
369, Fuck you!,not hate speech
370,"What's up, Dan? How you doing?",not hate speech
371, Where's Derek?,not hate speech
372, He's on the phone.,not hate speech
373,"Come out, youfree motherfucker!",not hate speech
374,Where the fuck are you?,not hate speech
375,Hang on. Give me a minute.,not hate speech
376,I'll be out in a minute.,hate speech
377,I'll be careful.,not hate speech
378,I'm not gonna stay in my room the rest of my life.,not hate speech
379,Hold on.,not hate speech
380,Hey. What the fuck is Seth doing here?,not hate speech
381,Did you invite him over?,not hate speech
382,No. He always comes over here.,not hate speech
383,"Danny, give me a minute.",not hate speech
384,Just give me one minute.,not hate speech
385,"Are you still here, Goodyear?",not hate speech
386,"You calling me a blimp, youfucking Democrat?",not hate speech
387,When was the last time you were actually able to see yourfeet?,not hate speech
388,"Come in here, Danny.",not hate speech
389,Are you going to Cam's party tonight?,not hate speech
390,Is Davina's ass watertight?,not hate speech
391,"You're fucking sick, man.",hate speech
392,"All right, relax.",hate speech
393,Let me ask you afew questions.,hate speech
394,I'm not in the mood.,not hate speech
395,I got homework.,hate speech
396,"Tell me some of the shit you've learned, fuckass...",not hate speech
397,before I pistolwhip you.,not hate speech
398,"OK. I believe in death, destruction...",not hate speech
399,"chaos, filth, and greed.",hate speech
